0 I 6826 <6825, 5> <6827, 5>
4527  L 7414 4527 <7413, 3> <7415, 2>
4528  L 7415 4528 <7414, 2> <7416, 4>
4529  L 7416 4529 <7415, 4> <7417, 1>
4530  L 7417 4530 <7416, 1> <7418, 2>
4532  L 7418 4532 <7417, 2> <7419, 3>
4533  L 7419 4533 <7418, 3> <7420, 6>
4534  L 7420 4534 <7419, 6> <7421, 6>
4536  L 7421 4536 <7420, 6> <7422, 5>
4537  L 7422 4537 <7421, 5> <7423, 4>
4538  L 7423 4538 <7422, 4> <7424, 1>
4539  L 7424 4539 <7423, 1> <7425, 6>
4540  L 7425 4540 <7424, 6> <7426, 3>
4542  L 7426 4542 <7425, 3> <7427, 5>
4544  L 7427 4544 <7426, 5> <7428, 5>
4545  L 7428 4545 <7427, 5> <7429, 4>
4546  L 7429 4546 <7428, 4> <7430, 1>
4547  L 7430 4547 <7429, 1> <7431, 4>
4549  L 7431 4549 <7430, 4> <7432, 2>
4551  L 7432 4551 <7431, 2> <7433, 6>
4553  L 7433 4553 <7432, 6> <7434, 4>
4554  L 7434 4554 <7433, 4> <7435, 4>
4555  L 7435 4555 <7434, 4> <7436, 4>
4556  L 7436 4556 <7435, 4> <7437, 4>
4558  L 7437 4558 <7436, 4> <7438, 4>
4559  L 7438 4559 <7437, 4> <7439, 3>
4561  L 7439 4561 <7438, 3> <7440, 2>
4563  L 7440 4563 <7439, 2> <7441, 2>
4565  L 7441 4565 <7440, 2> <7442, 2>
4566  L 7442 4566 <7441, 2> <7443, 2>
4567  L 7443 4567 <7442, 2> <7444, 3>
4569  L 7444 4569 <7443, 3> <7445, 2>
4570  L 7445 4570 <7444, 2> <7446, 4>
4572  L 7446 4572 <7445, 4> <7447, 1>
4574  L 7447 4574 <7446, 1> <7448, 2>
4575  L 7448 4575 <7447, 2> <7449, 2>
4576  L 7449 4576 <7448, 2> <7450, 5>
4578  L 7450 4578 <7449, 5> <7451, 5>
4579  L 7451 4579 <7450, 5> <7452, 3>
4581  L 7452 4581 <7451, 3> <7453, 2>
4582  L 7453 4582 <7452, 2> <7454, 1>
4583  L 7454 4583 <7453, 1> <7455, 1>
4585  L 7455 4585 <7454, 1> <7456, 1>
4586  L 7456 4586 <7455, 1> <7457, 3>
4587  L 7457 4587 <7456, 3> <7458, 4>
4589  L 7458 4589 <7457, 4> <7459, 2>
4591  L 7459 4591 <7458, 2> <7460, 2>
4593  L 7460 4593 <7459, 2> <7461, 3>
4595  L 7461 4595 <7460, 3> <7462, 3>
4597  L 7462 4597 <7461, 3> <7463, 6>
4599  L 7463 4599 <7462, 6> <7464, 4>
4601  L 7464 4601 <7463, 4> <7465, 2>
4603  L 7465 4603 <7464, 2> <7466, 3>
4605  L 7466 4605 <7465, 3> <7467, 5>
4606  L 7467 4606 <7466, 5> <7468, 4>
4607  L 7468 4607 <7467, 4> <7469, 5>
4608  L 7469 4608 <7468, 5> <7470, 3>
4609  L 7470 4609 <7469, 3> <7471, 5>
4611  L 7471 4611 <7470, 5> <7472, 5>
4612  L 7472 4612 <7471, 5> <7473, 3>
4613  L 7473 4613 <7472, 3> <7474, 3>
4615  L 7474 4615 <7473, 3> <7475, 4>
4617  L 7475 4617 <7474, 4> <7476, 4>
4618  L 7476 4618 <7475, 4> <7477, 5>
4619  L 7477 4619 <7476, 5> <7478, 3>
4621  L 7478 4621 <7477, 3> <7479, 6>
4622  L 7479 4622 <7478, 6> <7480, 3>
4624  L 7480 4624 <7479, 3> <7481, 3>
4625  L 7481 4625 <7480, 3> <7482, 2>
4626  L 7482 4626 <7481, 2> <7483, 3>
4628  L 7483 4628 <7482, 3> <7484, 2>
4630  L 7484 4630 <7483, 2> <7485, 2>
4631  L 7485 4631 <7484, 2> <7486, 5>
4633  L 7486 4633 <7485, 5> <7487, 2>
4635  L 7487 4635 <7486, 2> <7488, 5>
4637  L 7488 4637 <7487, 5> <7489, 1>
4638  L 7489 4638 <7488, 1> <7490, 2>
4640  L 7490 4640 <7489, 2> <7491, 1>
4641  L 7491 4641 <7490, 1> <7492, 4>
4642  L 7492 4642 <7491, 4> <7493, 1>
4644  L 7493 4644 <7492, 1> <7494, 5>
4645  L 7494 4645 <7493, 5> <7495, 6>
4646  L 7495 4646 <7494, 6> <7496, 4>
4647  L 7496 4647 <7495, 4> <7497, 2>
4649  L 7497 4649 <7496, 2> <7498, 6>
4650  L 7498 4650 <7497, 6> <7499, 1>
4652  L 7499 4652 <7498, 1> <7500, 1>
4653  L 7500 4653 <7499, 1> <7501, 6>
4655  L 7501 4655 <7500, 6> <7502, 1>
4657  L 7502 4657 <7501, 1> <7503, 3>
4658  L 7503 4658 <7502, 3> <7504, 2>
4659  L 7504 4659 <7503, 2> <7505, 6>
4660  L 7505 4660 <7504, 6> <7506, 1>
4661  L 7506 4661 <7505, 1> <7507, 1>
4662  L 7507 4662 <7506, 1> <7508, 4>
4663  L 7508 4663 <7507, 4> <7509, 5>
4665  L 7509 4665 <7508, 5> <7510, 4>
4666  L 7510 4666 <7509, 4> <7511, 2>
4667  L 7511 4667 <7510, 2> <7512, 2>
4668  L 7512 4668 <7511, 2> <7513, 3>
4670  L 7513 4670 <7512, 3> <7514, 3>
4671  L 7514 4671 <7513, 3> <7515, 2>
4673  L 7515 4673 <7514, 2> <7516, 1>
4674  L 7516 4674 <7515, 1> <7517, 3>
4675  L 7517 4675 <7516, 3> <7518, 4>
4676  L 7518 4676 <7517, 4> <7519, 1>
4678  L 7519 4678 <7518, 1> <7520, 1>
4679  L 7520 4679 <7519, 1> <7521, 5>
4681  L 7521 4681 <7520, 5> <7522, 1>
4682  L 7522 4682 <7521, 1> <7523, 3>
4684  L 7523 4684 <7522, 3> <7524, 4>
4686  L 7524 4686 <7523, 4> <7525, 4>
4688  L 7525 4688 <7524, 4> <7526, 1>
4689  L 7526 4689 <7525, 1> <7527, 1>
4690  L 7527 4690 <7526, 1> <7528, 5>
4691  L 7528 4691 <7527, 5> <7529, 3>
4692  L 7529 4692 <7528, 3> <7530, 3>
4694  L 7530 4694 <7529, 3> <7531, 5>
4695  L 7531 4695 <7530, 5> <7532, 2>
4696  L 7532 4696 <7531, 2> <7533, 2>
4698  L 7533 4698 <7532, 2> <7534, 2>
4700  L 7534 4700 <7533, 2> <7535, 3>
4701  L 7535 4701 <7534, 3> <7536, 5>
4702  L 7536 4702 <7535, 5> <7537, 2>
4703  L 7537 4703 <7536, 2> <7538, 5>
4704  L 7538 4704 <7537, 5> <7539, 1>
4705  L 7539 4705 <7538, 1> <7540, 5>
4707  L 7540 4707 <7539, 5> <7541, 3>
4709  L 7541 4709 <7540, 3> <7542, 2>
4710  L 7542 4710 <7541, 2> <7543, 1>
4712  L 7543 4712 <7542, 1> <7544, 4>
4713  L 7544 4713 <7543, 4> <7545, 2>
4714  L 7545 4714 <7544, 2> <7546, 2>
4716  L 7546 4716 <7545, 2> <7547, 1>
4717  L 7547 4717 <7546, 1> <7548, 2>
4719  L 7548 4719 <7547, 2> <7549, 3>
4721  L 7549 4721 <7548, 3> <7550, 2>
4723  L 7550 4723 <7549, 2> <7551, 1>
4724  L 7551 4724 <7550, 1> <7552, 1>
4726  L 7552 4726 <7551, 1> <7553, 2>
4727  L 7553 4727 <7552, 2> <7554, 6>
4729  L 7554 4729 <7553, 6> <7555, 4>
4731  L 7555 4731 <7554, 4> <7556, 3>
4733  L 7556 4733 <7555, 3> <7557, 5>
4735  L 7557 4735 <7556, 5> <7558, 5>
4737  L 7558 4737 <7557, 5> <7559, 6>
4739  L 7559 4739 <7558, 6> <7560, 2>
4740  L 7560 4740 <7559, 2> <7561, 3>
4741  L 7561 4741 <7560, 3> <7562, 5>
4743  L 7562 4743 <7561, 5> <7563, 4>
4745  L 7563 4745 <7562, 4> <7564, 1>
4746  L 7564 4746 <7563, 1> <7565, 2>
4748  L 7565 4748 <7564, 2> <7566, 3>
4749  L 7566 4749 <7565, 3> <7567, 4>
4750  L 7567 4750 <7566, 4> <7568, 4>
4751  L 7568 4751 <7567, 4> <7569, 3>
4752  L 7569 4752 <7568, 3> <7570, 5>
4753  L 7570 4753 <7569, 5> <7571, 1>
4754  L 7571 4754 <7570, 1> <7572, 3>
4756  L 7572 4756 <7571, 3> <7573, 5>
4757  L 7573 4757 <7572, 5> <7574, 1>
4759  L 7574 4759 <7573, 1> <7575, 6>
4760  L 7575 4760 <7574, 6> <7576, 4>
4762  L 7576 4762 <7575, 4> <7577, 4>
4763  L 7577 4763 <7576, 4> <7578, 4>
4764  L 7578 4764 <7577, 4> <7579, 4>
4765  L 7579 4765 <7578, 4> <7580, 4>
4766  L 7580 4766 <7579, 4> <7581, 1>
4767  L 7581 4767 <7580, 1> <7582, 5>
4769  L 7582 4769 <7581, 5> <7583, 5>
4770  L 7583 4770 <7582, 5> <7584, 5>
4772  L 7584 4772 <7583, 5> <7585, 6>
4773  L 7585 4773 <7584, 6> <7586, 4>
4775  L 7586 4775 <7585, 4> <7587, 2>
4777  L 7587 4777 <7586, 2> <7588, 5>
4779  L 7588 4779 <7587, 5> <7589, 3>
4780  L 7589 4780 <7588, 3> <7590, 5>
4782  L 7590 4782 <7589, 5> <7591, 1>
4783  L 7591 4783 <7590, 1> <7592, 3>
4785  L 7592 4785 <7591, 3> <7593, 5>
4787  L 7593 4787 <7592, 5> <7594, 2>
4789  L 7594 4789 <7593, 2> <7595, 5>
4791  L 7595 4791 <7594, 5> <7596, 3>
4792  L 7596 4792 <7595, 3> <7597, 2>
4794  L 7597 4794 <7596, 2> <7598, 2>
4796  L 7598 4796 <7597, 2> <7599, 1>
4797  L 7599 4797 <7598, 1> <7600, 1>
4799  L 7600 4799 <7599, 1> <7601, 3>
4800  L 7601 4800 <7600, 3> <7602, 1>
4802  L 7602 4802 <7601, 1> <7603, 2>
4804  L 7603 4804 <7602, 2> <7604, 4>
4806  L 7604 4806 <7603, 4> <7605, 3>
4807  L 7605 4807 <7604, 3> <7606, 6>
4808  L 7606 4808 <7605, 6> <7607, 6>
4810  L 7607 4810 <7606, 6> <7608, 5>
4812  L 7608 4812 <7607, 5> <7609, 2>
4813  L 7609 4813 <7608, 2> <7610, 2>
4814  L 7610 4814 <7609, 2> <7611, 4>
4815  L 7611 4815 <7610, 4> <7612, 3>
4817  L 7612 4817 <7611, 3> <7613, 1>
4819  L 7613 4819 <7612, 1> <7614, 4>
4820  L 7614 4820 <7613, 4> <7615, 3>
4822  L 7615 4822 <7614, 3> <7616, 1>
4823  L 7616 4823 <7615, 1> <7617, 3>
4825  L 7617 4825 <7616, 3> <7618, 3>
4827  L 7618 4827 <7617, 3> <7619, 1>
4828  L 7619 4828 <7618, 1> <7620, 5>
4829  L 7620 4829 <7619, 5> <7621, 5>
4831  L 7621 4831 <7620, 5> <7622, 2>
4833  L 7622 4833 <7621, 2> <7623, 1>
4834  L 7623 4834 <7622, 1> <7624, 5>
4835  L 7624 4835 <7623, 5> <7625, 1>
4836  L 7625 4836 <7624, 1> <7626, 1>
4838  L 7626 4838 <7625, 1> <7627, 3>
4839  L 7627 4839 <7626, 3> <7628, 2>
4841  L 7628 4841 <7627, 2> <7629, 1>
4842  L 7629 4842 <7628, 1> <7630, 5>
4843  L 7630 4843 <7629, 5> <7631, 4>
4844  L 7631 4844 <7630, 4> <7632, 2>
4845  L 7632 4845 <7631, 2> <7633, 2>
4847  L 7633 4847 <7632, 2> <7634, 3>
4849  L 7634 4849 <7633, 3> <7635, 1>
4850  L 7635 4850 <7634, 1> <7636, 3>
4852  L 7636 4852 <7635, 3> <7637, 6>
4854  L 7637 4854 <7636, 6> <7638, 5>
4855  L 7638 4855 <7637, 5> <7639, 5>
4856  L 7639 4856 <7638, 5> <7640, 4>
4858  L 7640 4858 <7639, 4> <7641, 5>
4859  L 7641 4859 <7640, 5> <7642, 1>
4860  L 7642 4860 <7641, 1> <7643, 6>
4862  L 7643 4862 <7642, 6> <7644, 3>
4864  L 7644 4864 <7643, 3> <7645, 6>
4865  L 7645 4865 <7644, 6> <7646, 4>
4867  L 7646 4867 <7645, 4> <7647, 1>
4868  L 7647 4868 <7646, 1> <7648, 1>
4869  L 7648 4869 <7647, 1> <7649, 5>
4871  L 7649 4871 <7648, 5> <7650, 3>
4872  L 7650 4872 <7649, 3> <7651, 5>
4873  L 7651 4873 <7650, 5> <7652, 2>
4874  L 7652 4874 <7651, 2> <7653, 4>
4875  L 7653 4875 <7652, 4> <7654, 3>
4876  L 7654 4876 <7653, 3> <7655, 4>
4878  L 7655 4878 <7654, 4> <7656, 5>
4880  L 7656 4880 <7655, 5> <7657, 4>
4882  L 7657 4882 <7656, 4> <7658, 5>
4884  L 7658 4884 <7657, 5> <7659, 1>
4886  L 7659 4886 <7658, 1> <7660, 5>
4887  L 7660 4887 <7659, 5> <7661, 6>
4888  L 7661 4888 <7660, 6> <7662, 1>
4890  L 7662 4890 <7661, 1> <7663, 2>
4892  L 7663 4892 <7662, 2> <7664, 4>
4893  L 7664 4893 <7663, 4> <7665, 4>
4894  L 7665 4894 <7664, 4> <7666, 6>
4895  L 7666 4895 <7665, 6> <7667, 5>
4897  L 7667 4897 <7666, 5> <7668, 3>
4899  L 7668 4899 <7667, 3> <7669, 1>
4900  L 7669 4900 <7668, 1> <7670, 4>
4902  L 7670 4902 <7669, 4> <7671, 2>
4904  L 7671 4904 <7670, 2> <7672, 5>
4906  L 7672 4906 <7671, 5> <7673, 2>
4908  L 7673 4908 <7672, 2> <7674, 4>
4910  L 7674 4910 <7673, 4> <7675, 1>
4912  L 7675 4912 <7674, 1> <7676, 6>
4914  L 7676 4914 <7675, 6> <7677, 5>
4915  L 7677 4915 <7676, 5> <7678, 4>
4916  L 7678 4916 <7677, 4> <7679, 5>
4918  L 7679 4918 <7678, 5> <7680, 4>
4919  L 7680 4919 <7679, 4> <7681, 1>
4921  L 7681 4921 <7680, 1> <7682, 1>
4922  L 7682 4922 <7681, 1> <7683, 4>
4924  L 7683 4924 <7682, 4> <7684, 2>
4926  L 7684 4926 <7683, 2> <7685, 4>
4927  L 7685 4927 <7684, 4> <7686, 3>
4929  L 7686 4929 <7685, 3> <7687, 1>
4930  L 7687 4930 <7686, 1> <7688, 2>
4932  L 7688 4932 <7687, 2> <7689, 1>
4934  L 7689 4934 <7688, 1> <7690, 6>
4935  L 7690 4935 <7689, 6> <7691, 1>
4937  L 7691 4937 <7690, 1> <7692, 3>
4939  L 7692 4939 <7691, 3> <7693, 3>
4940  L 7693 4940 <7692, 3> <7694, 2>
4941  L 7694 4941 <7693, 2> <7695, 4>
4942  L 7695 4942 <7694, 4> <7696, 1>
4943  L 7696 4943 <7695, 1> <7697, 4>
4944  L 7697 4944 <7696, 4> <7698, 3>
4945  L 7698 4945 <7697, 3> <7699, 1>
4947  L 7699 4947 <7698, 1> <7700, 1>
4948  L 7700 4948 <7699, 1> <7701, 5>
4949  L 7701 4949 <7700, 5> <7702, 2>
4950  L 7702 4950 <7701, 2> <7703, 1>
4951  L 7703 4951 <7702, 1> <7704, 1>
4952  L 7704 4952 <7703, 1> <7705, 3>
4953  L 7705 4953 <7704, 3> <7706, 1>
4955  L 7706 4955 <7705, 1> <7707, 1>
4956  L 7707 4956 <7706, 1> <7708, 5>
4958  L 7708 4958 <7707, 5> <7709, 6>
4959  L 7709 4959 <7708, 6> <7710, 3>
4960  L 7710 4960 <7709, 3> <7711, 1>
4961  L 7711 4961 <7710, 1> <7712, 4>
4962  L 7712 4962 <7711, 4> <7713, 4>
4963  L 7713 4963 <7712, 4> <7714, 2>
4965  L 7714 4965 <7713, 2> <7715, 4>
4966  L 7715 4966 <7714, 4> <7716, 3>
4968  L 7716 4968 <7715, 3> <7717, 1>
4969  L 7717 4969 <7716, 1> <7718, 1>
4971  L 7718 4971 <7717, 1> <7719, 1>
4973  L 7719 4973 <7718, 1> <7720, 2>
4974  L 7720 4974 <7719, 2> <7721, 1>
4976  L 7721 4976 <7720, 1> <7722, 3>
4977  L 7722 4977 <7721, 3> <7723, 3>
4978  L 7723 4978 <7722, 3> <7724, 4>
4979  L 7724 4979 <7723, 4> <7725, 5>
4980  L 7725 4980 <7724, 5> <7726, 1>
4981  L 7726 4981 <7725, 1> <7727, 2>
4983  L 7727 4983 <7726, 2> <7728, 2>
4985  L 7728 4985 <7727, 2> <7729, 5>
4986  L 7729 4986 <7728, 5> <7730, 6>
4988  L 7730 4988 <7729, 6> <7731, 1>
4989  L 7731 4989 <7730, 1> <7732, 2>
4991  L 7732 4991 <7731, 2> <7733, 5>
4992  L 7733 4992 <7732, 5> <7734, 3>
4994  L 7734 4994 <7733, 3> <7735, 2>
4996  L 7735 4996 <7734, 2> <7736, 4>
4998  L 7736 4998 <7735, 4> <7737, 5>
4999  L 7737 4999 <7736, 5> <7738, 1>
5000  L 7738 5000 <7737, 1> <7739, 3>
5001  L 7739 5001 <7738, 3> <7740, 3>
5002  L 7740 5002 <7739, 3> <7741, 3>
5003  L 7741 5003 <7740, 3> <7742, 5>
5005  L 7742 5005 <7741, 5> <7743, 5>
5006  L 7743 5006 <7742, 5> <7744, 3>
5007  L 7744 5007 <7743, 3> <7745, 3>
5008  L 7745 5008 <7744, 3> <7746, 3>
5009  L 7746 5009 <7745, 3> <7747, 2>
5010  L 7747 5010 <7746, 2> <7748, 1>
5012  L 7748 5012 <7747, 1> <7749, 1>
5013  L 7749 5013 <7748, 1> <7750, 1>
5015  L 7750 5015 <7749, 1> <7751, 2>
5017  L 7751 5017 <7750, 2> <7752, 4>
5018  L 7752 5018 <7751, 4> <7753, 5>
5020  L 7753 5020 <7752, 5> <7754, 3>
5021  L 7754 5021 <7753, 3> <7755, 1>
5022  L 7755 5022 <7754, 1> <7756, 3>
5023  L 7756 5023 <7755, 3> <7757, 5>
5025  L 7757 5025 <7756, 5> <7758, 6>
5026  L 7758 5026 <7757, 6> <7759, 3>
5027  L 7759 5027 <7758, 3> <7760, 1>
5028  L 7760 5028 <7759, 1> <7761, 4>
5029  L 7761 5029 <7760, 4> <7762, 3>
5031  L 7762 5031 <7761, 3> <7763, 1>
5032  L 7763 5032 <7762, 1> <7764, 4>
5034  L 7764 5034 <7763, 4> <7765, 1>
5036  L 7765 5036 <7764, 1> <7766, 3>
5038  L 7766 5038 <7765, 3> <7767, 3>
5040  L 7767 5040 <7766, 3> <7768, 4>
5041  L 7768 5041 <7767, 4> <7769, 3>
5042  L 7769 5042 <7768, 3> <7770, 4>
5043  L 7770 5043 <7769, 4> <7771, 1>
5044  L 7771 5044 <7770, 1> <7772, 2>
5046  L 7772 5046 <7771, 2> <7773, 5>
5048  L 7773 5048 <7772, 5> <7774, 3>
5049  L 7774 5049 <7773, 3> <7775, 3>
5051  L 7775 5051 <7774, 3> <7776, 4>
5053  L 7776 5053 <7775, 4> <7777, 4>
5055  L 7777 5055 <7776, 4> <7778, 4>
5057  L 7778 5057 <7777, 4> <7779, 1>
5058  L 7779 5058 <7778, 1> <7780, 4>
5060  L 7780 5060 <7779, 4> <7781, 4>
5062  L 7781 5062 <7780, 4> <7782, 1>
5063  L 7782 5063 <7781, 1> <7783, 6>
5064  L 7783 5064 <7782, 6> <7784, 6>
5065  L 7784 5065 <7783, 6> <7785, 2>
5066  L 7785 5066 <7784, 2> <7786, 5>
5067  L 7786 5067 <7785, 5> <7787, 5>
5069  L 7787 5069 <7786, 5> <7788, 3>
5070  L 7788 5070 <7787, 3> <7789, 4>
5071  L 7789 5071 <7788, 4> <7790, 3>
5072  L 7790 5072 <7789, 3> <7791, 4>
5074  L 7791 5074 <7790, 4> <7792, 6>
5075  L 7792 5075 <7791, 6> <7793, 3>
5077  L 7793 5077 <7792, 3> <7794, 5>
5079  L 7794 5079 <7793, 5> <7795, 4>
5081  L 7795 5081 <7794, 4> <7796, 4>
5082  L 7796 5082 <7795, 4> <7797, 3>
5084  L 7797 5084 <7796, 3> <7798, 4>
5085  L 7798 5085 <7797, 4> <7799, 5>
5086  L 7799 5086 <7798, 5> <7800, 2>
5088  L 7800 5088 <7799, 2> <7801, 6>
5090  L 7801 5090 <7800, 6> <7802, 2>
5092  L 7802 5092 <7801, 2> <7803, 3>
5093  L 7803 5093 <7802, 3> <7804, 6>
5094  L 7804 5094 <7803, 6> <7805, 5>
5096  L 7805 5096 <7804, 5> <7806, 5>
5098  L 7806 5098 <7805, 5> <7807, 6>
5099  L 7807 5099 <7806, 6> <7808, 3>
5100  L 7808 5100 <7807, 3> <7809, 4>
5101  L 7809 5101 <7808, 4> <7810, 2>
5102  L 7810 5102 <7809, 2> <7811, 5>
5103  L 7811 5103 <7810, 5> <7812, 3>
5104  L 7812 5104 <7811, 3> <7813, 4>
5105  L 7813 5105 <7812, 4> <7814, 3>
5106  L 7814 5106 <7813, 3> <7815, 1>
5107  L 7815 5107 <7814, 1> <7816, 3>
5108  L 7816 5108 <7815, 3> <7817, 4>
5110  L 7817 5110 <7816, 4> <7818, 6>
5111  L 7818 5111 <7817, 6> <7819, 6>
5112  L 7819 5112 <7818, 6> <7820, 3>
5114  L 7820 5114 <7819, 3> <7821, 1>
5116  L 7821 5116 <7820, 1> <7822, 1>
5118  L 7822 5118 <7821, 1> <7823, 3>
5119  L 7823 5119 <7822, 3> <7824, 5>
5121  L 7824 5121 <7823, 5> <7825, 3>
5122  L 7825 5122 <7824, 3> <7826, 6>
5123  L 7826 5123 <7825, 6> <7827, 1>
5125  L 7827 5125 <7826, 1> <7828, 3>
5127  L 7828 5127 <7827, 3> <7829, 4>
5128  L 7829 5128 <7828, 4> <7830, 2>
5130  L 7830 5130 <7829, 2> <7831, 3>
5132  L 7831 5132 <7830, 3> <7832, 2>
5133  L 7832 5133 <7831, 2> <7833, 2>
5134  L 7833 5134 <7832, 2> <7834, 1>
5135  L 7834 5135 <7833, 1> <7835, 5>
5136  L 7835 5136 <7834, 5> <7836, 1>
5138  L 7836 5138 <7835, 1> <7837, 1>
5139  L 7837 5139 <7836, 1> <7838, 2>
5141  L 7838 5141 <7837, 2> <7839, 4>
5142  L 7839 5142 <7838, 4> <7840, 4>
5143  L 7840 5143 <7839, 4> <7841, 2>
5145  L 7841 5145 <7840, 2> <7842, 2>
5147  L 7842 5147 <7841, 2> <7843, 1>
5148  L 7843 5148 <7842, 1> <7844, 1>
5149  L 7844 5149 <7843, 1> <7845, 4>
5151  L 7845 5151 <7844, 4> <7846, 2>
5152  L 7846 5152 <7845, 2> <7847, 5>
5154  L 7847 5154 <7846, 5> <7848, 4>
5155  L 7848 5155 <7847, 4> <7849, 4>
5157  L 7849 5157 <7848, 4> <7850, 4>
5158  L 7850 5158 <7849, 4> <7851, 2>
5160  L 7851 5160 <7850, 2> <7852, 2>
5161  L 7852 5161 <7851, 2> <7853, 2>
5162  L 7853 5162 <7852, 2> <7854, 2>
5163  L 7854 5163 <7853, 2> <7855, 1>
5165  L 7855 5165 <7854, 1> <7856, 3>
5166  L 7856 5166 <7855, 3> <7857, 3>
5168  L 7857 5168 <7856, 3> <7858, 5>
5170  L 7858 5170 <7857, 5> <7859, 5>
5172  L 7859 5172 <7858, 5> <7860, 1>
5174  L 7860 5174 <7859, 1> <7861, 4>
5176  L 7861 5176 <7860, 4> <7862, 1>
5178  L 7862 5178 <7861, 1> <7863, 6>
5179  L 7863 5179 <7862, 6> <7864, 2>
5180  L 7864 5180 <7863, 2> <7865, 1>
5181  L 7865 5181 <7864, 1> <7866, 4>
5183  L 7866 5183 <7865, 4> <7867, 3>
5185  L 7867 5185 <7866, 3> <7868, 1>
5187  L 7868 5187 <7867, 1> <7869, 4>
5188  L 7869 5188 <7868, 4> <7870, 2>
5189  L 7870 5189 <7869, 2> <7871, 3>
5190  L 7871 5190 <7870, 3> <7872, 3>
5192  L 7872 5192 <7871, 3> <7873, 6>
5194  L 7873 5194 <7872, 6> <7874, 2>
5195  L 7874 5195 <7873, 2> <7875, 2>
5196  L 7875 5196 <7874, 2> <7876, 5>
5198  L 7876 5198 <7875, 5> <7877, 3>
5200  L 7877 5200 <7876, 3> <7878, 5>
5202  L 7878 5202 <7877, 5> <7879, 6>
5204  L 7879 5204 <7878, 6> <7880, 5>
5206  L 7880 5206 <7879, 5> <7881, 3>
5207  L 7881 5207 <7880, 3> <7882, 1>
5209  L 7882 5209 <7881, 1> <7883, 6>
5210  L 7883 5210 <7882, 6> <7884, 5>
5211  L 7884 5211 <7883, 5> <7885, 5>
5213  L 7885 5213 <7884, 5> <7886, 3>
5215  L 7886 5215 <7885, 3> <7887, 1>
5216  L 7887 5216 <7886, 1> <7888, 3>
5217  L 7888 5217 <7887, 3> <7889, 4>
5219  L 7889 5219 <7888, 4> <7890, 4>
5220  L 7890 5220 <7889, 4> <7891, 1>
5222  L 7891 5222 <7890, 1> <7892, 5>
5224  L 7892 5224 <7891, 5> <7893, 2>
5225  L 7893 5225 <7892, 2> <7894, 1>
5227  L 7894 5227 <7893, 1> <7895, 4>
5229  L 7895 5229 <7894, 4> <7896, 5>
5230  L 7896 5230 <7895, 5> <7897, 1>
5231  L 7897 5231 <7896, 1> <7898, 1>
5233  L 7898 5233 <7897, 1> <7899, 2>
5234  L 7899 5234 <7898, 2> <7900, 4>
5235  L 7900 5235 <7899, 4> <7901, 4>
5237  L 7901 5237 <7900, 4> <7902, 3>
5239  L 7902 5239 <7901, 3> <7903, 1>
5240  L 7903 5240 <7902, 1> <7904, 4>
5242  L 7904 5242 <7903, 4> <7905, 4>
5243  L 7905 5243 <7904, 4> <7906, 5>
5245  L 7906 5245 <7905, 5> <7907, 3>
5247  L 7907 5247 <7906, 3> <7908, 2>
5249  L 7908 5249 <7907, 2> <7909, 2>
5250  L 7909 5250 <7908, 2> <7910, 6>
5251  L 7910 5251 <7909, 6> <7911, 1>
5253  L 7911 5253 <7910, 1> <7912, 2>
5254  L 7912 5254 <7911, 2> <7913, 2>
5256  L 7913 5256 <7912, 2> <7914, 2>
5257  L 7914 5257 <7913, 2> <7915, 5>
5259  L 7915 5259 <7914, 5> <7916, 5>
5261  L 7916 5261 <7915, 5> <7917, 2>
5262  L 7917 5262 <7916, 2> <7918, 3>
5264  L 7918 5264 <7917, 3> <7919, 5>
5266  L 7919 5266 <7918, 5> <7920, 4>
5268  L 7920 5268 <7919, 4> <7921, 3>
5270  L 7921 5270 <7920, 3> <7922, 1>
5271  L 7922 5271 <7921, 1> <7923, 3>
5272  L 7923 5272 <7922, 3> <7924, 5>
5274  L 7924 5274 <7923, 5> <7925, 2>
5275  L 7925 5275 <7924, 2> <7926, 6>
5276  L 7926 5276 <7925, 6> <7927, 3>
5278  L 7927 5278 <7926, 3> <7928, 3>
5280  L 7928 5280 <7927, 3> <7929, 2>
5281  L 7929 5281 <7928, 2> <7930, 5>
5282  L 7930 5282 <7929, 5> <7931, 1>
5283  L 7931 5283 <7930, 1> <7932, 1>
5284  L 7932 5284 <7931, 1> <7933, 3>
5286  L 7933 5286 <7932, 3> <7934, 5>
5288  L 7934 5288 <7933, 5> <7935, 1>
5290  L 7935 5290 <7934, 1> <7936, 3>
5291  L 7936 5291 <7935, 3> <7937, 4>
5292  L 7937 5292 <7936, 4> <7938, 5>
5293  L 7938 5293 <7937, 5> <7939, 5>
5294  L 7939 5294 <7938, 5> <7940, 3>
5296  L 7940 5296 <7939, 3> <7941, 6>
5298  L 7941 5298 <7940, 6> <7942, 1>
5300  L 7942 5300 <7941, 1> <7943, 4>
5301  L 7943 5301 <7942, 4> <7944, 3>
5302  L 7944 5302 <7943, 3> <7945, 6>
5304  L 7945 5304 <7944, 6> <7946, 4>
5306  L 7946 5306 <7945, 4> <7947, 6>
5308  L 7947 5308 <7946, 6> <7948, 1>
5310  L 7948 5310 <7947, 1> <7949, 6>
5312  L 7949 5312 <7948, 6> <7950, 4>
5314  L 7950 5314 <7949, 4> <7951, 6>
